problem_id,language,original_status,original_src,changed_src,change,error,stderr,error_type,original_code_length,changed_code_length,code_length_difference,change_count
p02702,Python,Time Limit Exceeded,"import sys sys.setrecursionlimit(10**7) read = sys.stdin.buffer.read readline = sys.stdin.buffer.readline readlines = sys.stdin.buffer.readlines S = list(input()) L = len(S) c = 0 t = 0 md = [0] * 2019 md[0] += 1 for i in range(L - 1, -1, -1): t += int(S[i]) * pow(10, c) c += 1 md[t % 2019] += 1 ans = 0 for i in range(2019): m = md[i] if m == 0: continue ans += m * (m - 1) // 2 print(ans)","import sys sys.setrecursionlimit(10**7) read = sys.stdin.buffer.read readline = sys.stdin.buffer.readline readlines = sys.stdin.buffer.readlines S = list(input()) L = len(S) c = 0 t = 0 md = [0] * 2019 md[0] += 1 for i in range(L - 1, -1, -1): t += int(S[i]) * pow(10, c, 2019) c += 1 md[t % 2019] += 1 ans = 0 for i in range(2019): m = md[i] if m == 0: continue ans += m * (m - 1) // 2 print(ans)",replace,TLE,No stderr available,Time Limit Exceeded,391,397,6,0
p02702,Python,Time Limit Exceeded,"from collections import defaultdict S = input() ans = 0 N = len(S) mod = 2019 dp = defaultdict(int) cur = 0 for i in range(N, -1, -1): if i == N: dp[0] += 1 else: cur += ((10 ** (N - i - 1)) * int(S[i])) % mod cur %= mod dp[cur] += 1 for v in dp.values(): if v > 1: ans += v * (v - 1) // 2 print(ans)","from collections import defaultdict def solve(input_s: str): ans = 0 n = len(input_s) mod = 2019 dp = defaultdict(int) cur = 0 for i in range(n, -1, -1): if i == n: dp[0] += 1 else: # cur += ((10 ** (n - i - 1)) * int(input_s[i])) % mod これはnがでかくなるとめちゃめちゃ遅い cur += pow(10, n - i - 1, 2019) * int(input_s[i]) % mod cur %= mod dp[cur] += 1 for v in dp.values(): if v > 1: ans += v * (v - 1) // 2 return ans if __name__ == ""__main__"": S = input() print(solve(S))",replace,TLE,No stderr available,Time Limit Exceeded,300,458,158,0
p02702,Python,Time Limit Exceeded,"def main(): s = input() rem = [0] * 2019 # the count of the each remainder: 0 ~ 2018 rem[0] = 1 # why? can't understand. temp = 0 digit = 1 for i, c in enumerate(s[::-1]): # No time to pow. temp += int(c) * digit rem[temp % 2019] += 1 digit *= 10 return sum(c * (c - 1) // 2 for c in rem) if __name__ == ""__main__"": print(main())","def main(): s = input() rem = [0] * 2019 # the count of the each remainder: 0 ~ 2018 rem[0] = 1 # why? can't understand. temp = 0 digit = 1 for i, c in enumerate(s[::-1]): # No time to pow. temp += int(c) * digit rem[temp % 2019] += 1 digit *= 10 digit %= 2019 return sum(c * (c - 1) // 2 for c in rem) if __name__ == ""__main__"": print(main())",insert,TLE,No stderr available,Time Limit Exceeded,329,343,14,0
p02702,Python,Time Limit Exceeded,"s = list(input()) s.reverse() n = len(s) now = 0 mods = [0] * 2019 mods[0] += 1 for i in range(n): now += pow(10, i) * int(s[i]) now %= 2019 mods[now] += 1 ans = 0 for i in mods: ans += (i * (i - 1)) // 2 print(ans)","if __name__ == ""__main__"": s = list(input()) s.reverse() n = len(s) now = 0 mods = [0] * 2019 mods[0] += 1 ten = 1 for i in range(n): now += ten * int(s[i]) now %= 2019 ten *= 10 ten %= 2019 mods[now] += 1 ans = 0 for i in mods: ans += (i * (i - 1)) // 2 print(ans)",replace,TLE,No stderr available,Time Limit Exceeded,215,265,50,0
p02702,Python,Time Limit Exceeded,"def main(): s = input() mod = 2019 n = 0 R = [0] * mod R[0] += 1 for i in range(len(s)): n += int(s[-i - 1]) * (10**i) % mod R[n % mod] += 1 print(sum([r * (r - 1) // 2 for r in R])) if __name__ == ""__main__"": main()","def main(): s = input() mod = 2019 n = 0 R = [0] * mod R[0] += 1 for i in range(len(s)): n += int(s[-i - 1]) * pow(10, i, mod) R[n % mod] += 1 print(sum([r * (r - 1) // 2 for r in R])) if __name__ == ""__main__"": main()",replace,TLE,No stderr available,Time Limit Exceeded,216,218,2,0
p02702,Python,Time Limit Exceeded,"def main(): s = list(input()) s.reverse() MOD = 2019 tot = 0 ans = 0 d = [0 for _ in range(MOD)] for i in range(len(s)): d[tot] += 1 x = (10**i) % MOD p = int(s[i]) * x p %= MOD tot = (tot + p) % MOD ans += d[tot] return ans if __name__ == ""__main__"": print(main())","def main(): s = list(input()) s.reverse() MOD = 2019 tot = 0 ans = 0 d = [0 for _ in range(MOD)] for i in range(len(s)): d[tot] += 1 x = pow(10, i, MOD) p = int(s[i]) * x p %= MOD tot = (tot + p) % MOD ans += d[tot] return ans if __name__ == ""__main__"": print(main())",replace,TLE,No stderr available,Time Limit Exceeded,265,267,2,0
p02702,Python,Time Limit Exceeded,"S = input() cnt = 0 for i in range(len(S)): for j in range(i + 4, len(S)): if int(S[i : j + 1]) % 2019 == 0: cnt += 1 print(cnt)","import bisect, collections, copy, heapq, itertools, math, string import sys def I(): return int(sys.stdin.readline().rstrip()) def MI(): return map(int, sys.stdin.readline().rstrip().split()) def LI(): return list(map(int, sys.stdin.readline().rstrip().split())) def S(): return sys.stdin.readline().rstrip() def LS(): return list(sys.stdin.readline().rstrip().split()) from collections import deque from collections import defaultdict def main(): S_ = S() mod_list = defaultdict(int) ans = 0 num = 0 point = 1 for i in S_[::-1]: num += int(i) * point mod = int(num) % 2019 mod_list[mod] += 1 point *= 10 point %= 2019 values_ = mod_list.values() ans += mod_list[0] for value in values_: ans += (value - 1) * value // 2 print(ans) if __name__ == ""__main__"": main()",replace,TLE,No stderr available,Time Limit Exceeded,128,764,636,0
p02702,Python,Runtime Error,"S = list(map(int, list(input()))) mod = 2019 ss = [0] tmp = 0 for i, s in enumerate(S[::-1]): tmp += s * pow(10, i, mod) tmp %= mod ss.append(tmp) cnts = [0] * 2018 ans = 0 for s in ss: ans += cnts[s] cnts[s] += 1 print(ans)","S = list(map(int, list(input()))) mod = 2019 ss = [0] tmp = 0 for i, s in enumerate(S[::-1]): tmp += s * pow(10, i, mod) tmp %= mod ss.append(tmp) cnts = [0] * 2019 ans = 0 for s in ss: ans += cnts[s] cnts[s] += 1 print(ans)",replace,0,No stderr available,Runtime Error,224,224,0,0
p02702,Python,Time Limit Exceeded,"def main(): A = input()[::-1] A = ""0"" + A # lis_num = [int(s) for s in A] # print(lis_num) # S = [0] * len(lis_num) S = [0] * len(A) cnt = [0] * 2019 cnt[0] = 1 for i in range(len(A) - 1): S[i + 1] = (S[i] + int(A[i + 1]) * pow(10, i)) % 2019 cnt[S[i + 1] % 2019] += 1 # print(S) # for i in S: # cnt[i % 2019] += 1 ans = 0 for i in cnt: ans += i * (i - 1) // 2 print(ans) if __name__ == ""__main__"": main()","def main(): A = input()[::-1] A = ""0"" + A # lis_num = [int(s) for s in A] # print(lis_num) # S = [0] * len(lis_num) S = [0] * len(A) cnt = [0] * 2019 cnt[0] = 1 for i in range(len(A) - 1): S[i + 1] = (S[i] + int(A[i + 1]) * pow(10, i, 2019)) % 2019 cnt[S[i + 1] % 2019] += 1 # print(S) # for i in S: # cnt[i % 2019] += 1 ans = 0 for i in cnt: ans += i * (i - 1) // 2 print(ans) if __name__ == ""__main__"": main()",replace,TLE,No stderr available,Time Limit Exceeded,405,411,6,0
p02702,Python,Time Limit Exceeded,"from collections import Counter # forを逆から回して下から素直にmodを取るとTLEだった # 累積和的な計算で高速化、やりやすくするためにreverse S = input()[::-1] # ex. 1817181712114 → 4112171817181 # print(S) # 0桁目までのMODを0とすることで、 # 1桁目を含む数が2019の倍数の時に都合が良くなる X = [0] # 4,14,114,2114,12114,...のmod2019を計算 for i, s in enumerate(S): X.append((X[-1] + int(s) * 10**i) % 2019) # print(X) C = Counter(X) # print(C) ans = 0 # Xが同じになったところを2つ選べば題意を満たす # v_C_2の計算 for v in C.values(): ans += v * (v - 1) // 2 print(ans)","from collections import Counter # forを逆から回して下から素直にmodを取るとTLEだった # 累積和的な計算で高速化、やりやすくするためにreverse S = input()[::-1] # ex. 1817181712114 → 4112171817181 # print(S) # 0桁目までのMODを0とすることで、 # 1桁目を含む数が2019の倍数の時に都合が良くなる X = [0] # 4,14,114,2114,12114,...のmod2019を計算 for i, s in enumerate(S): X.append((X[-1] + int(s) * pow(10, i, 2019)) % 2019) # print(X) C = Counter(X) # print(C) ans = 0 # Xが同じになったところを2つ選べば題意を満たす # v_C_2の計算 for v in C.values(): ans += v * (v - 1) // 2 print(ans)",replace,TLE,No stderr available,Time Limit Exceeded,460,471,11,0
p02702,Python,Time Limit Exceeded,"s = str(input()) num = [int(s[-1])] for i in range(1, len(s)): num.append(num[-1] + pow(10, i) * int(s[-i - 1])) mod = [1] + [0] * 2018 ans = 0 for i in num: m = i % 2019 ans += mod[m] mod[m] += 1 print(ans)","s = str(input()) num = [int(s[-1])] for i in range(1, len(s)): tmp = num[-1] + pow(10, i, 2019) * int(s[-i - 1]) num.append(tmp % 2019) mod = [1] + [0] * 2018 ans = 0 for i in num: m = i % 2019 ans += mod[m] mod[m] += 1 print(ans)",replace,TLE,No stderr available,Time Limit Exceeded,207,230,23,0
p02702,Python,Time Limit Exceeded,"def solve(s): dp = [0] * 2019 dp[0] = 1 r = 0 for i in range(1, len(s) + 1): r += int(s[-i]) * (10 ** (i - 1)) r %= 2019 dp[r] += 1 res = 0 for r in range(2019): res += dp[r] * (dp[r] - 1) // 2 return res def main(): s = input() res = solve(s) print(res) def test(): assert solve(""1817181712114"") == 3 assert solve(""14282668646"") == 2 assert solve(""2119"") == 0 if __name__ == ""__main__"": test() main()","def solve(s): dp = [0] * 2019 dp[0] = 1 r = 0 for i in range(1, len(s) + 1): r += int(s[-i]) * pow(10, i - 1, 2019) r %= 2019 dp[r] += 1 res = 0 for r in range(2019): res += dp[r] * (dp[r] - 1) // 2 return res def main(): s = input() res = solve(s) print(res) def test(): assert solve(""1817181712114"") == 3 assert solve(""14282668646"") == 2 assert solve(""2119"") == 0 if __name__ == ""__main__"": test() main()",replace,TLE,No stderr available,Time Limit Exceeded,401,406,5,0
p02702,Python,Time Limit Exceeded,"import sys from collections import Counter input = sys.stdin.readline sys.setrecursionlimit(2 * 10**6) def inpl(): return list(map(int, input().split())) def main(): S = input().strip()[::-1] MOD = 2019 T = [0, int(S[0])] for d, s in enumerate(S): if d == 0: continue tmp = int(s) * (10**d) T.append((T[-1] + tmp) % MOD) # print(T) cT = Counter(T) # print(cT) ans = 0 for k in T: cT[k] -= 1 ans += cT[k] print(ans) if __name__ == ""__main__"": main()","import sys from collections import Counter input = sys.stdin.readline sys.setrecursionlimit(2 * 10**6) def inpl(): return list(map(int, input().split())) def main(): S = input().strip()[::-1] MOD = 2019 T = [0, int(S[0])] t10 = 1 for s in S[1:]: t10 *= 10 t10 %= MOD T.append((T[-1] + int(s) * t10) % MOD) # print(T) cT = Counter(T) # print(cT) ans = 0 for k in T: cT[k] -= 1 ans += cT[k] print(ans) if __name__ == ""__main__"": main()",replace,TLE,No stderr available,Time Limit Exceeded,448,433,-15,0
p02702,Python,Time Limit Exceeded,"S = input() M = 2019 dp = [0] * M dp[0] = 1 t = 0 for i, s in enumerate(S[::-1]): t = (t + int(s) * (10**i)) % M dp[t] += 1 r = 0 for d in dp: r += d * (d - 1) // 2 print(r)","S = input() M = 2019 dp = [0] * M dp[0] = 1 t = 0 for i, s in enumerate(S[::-1]): t = (t + int(s) * (pow(10, i, M))) % M dp[t] += 1 r = 0 for d in dp: r += d * (d - 1) // 2 print(r)",replace,TLE,No stderr available,Time Limit Exceeded,173,181,8,0
p02703,Python,Time Limit Exceeded,"import heapq N, M, S = map(int, input().split()) uvab = [list(map(int, input().split())) for _ in range(M)] cd = [list(map(int, input().split())) for _ in range(N)] for i in range(M): uvab[i][0] -= 1 uvab[i][1] -= 1 railways = [[] for _ in range(N)] max_a = 0 for u, v, a, b in uvab: railways[u].append((v, a, b)) railways[v].append((u, a, b)) max_a = max(max_a, a) del uvab max_silver = max_a * (N - 1) ans = [-1] * N d = dict() d[(S, 0)] = 0 # silver, station Q = [(0, S, 0)] # time, silver, station sum_reached = 0 reached = [False] * N while Q: t, sv, st = heapq.heappop(Q) if not reached[st]: ans[st] = t reached[st] = True sum_reached += 1 if sum_reached == N: break new_key = (sv + cd[st][0], st) new_value = t + cd[st][1] if new_key not in d or d[new_key] > new_value: d[new_key] = t + cd[st][1] heapq.heappush(Q, (new_value, *new_key)) for dist, a, b in railways[st]: if sv >= a: new_key = (sv - a, dist) new_value = t + b if new_key not in d or d[new_key] > new_value: d[new_key] = new_value heapq.heappush(Q, (new_value, *new_key)) print(*ans[1:], sep=""\n"")","import heapq N, M, S = map(int, input().split()) uvab = [list(map(int, input().split())) for _ in range(M)] cd = [list(map(int, input().split())) for _ in range(N)] for i in range(M): uvab[i][0] -= 1 uvab[i][1] -= 1 railways = [[] for _ in range(N)] max_a = 0 for u, v, a, b in uvab: railways[u].append((v, a, b)) railways[v].append((u, a, b)) max_a = max(max_a, a) del uvab max_silver = max_a * (N - 1) ans = [-1] * N d = dict() d[(S, 0)] = 0 # silver, station Q = [(0, S, 0)] # time, silver, station sum_reached = 0 reached = [False] * N while Q: t, sv, st = heapq.heappop(Q) if not reached[st]: ans[st] = t reached[st] = True sum_reached += 1 if sum_reached == N: break new_key = (min(max_silver, sv + cd[st][0]), st) new_value = t + cd[st][1] if new_key not in d or d[new_key] > new_value: d[new_key] = t + cd[st][1] heapq.heappush(Q, (new_value, *new_key)) for dist, a, b in railways[st]: if sv >= a: new_key = (sv - a, dist) new_value = t + b if new_key not in d or d[new_key] > new_value: d[new_key] = new_value heapq.heappush(Q, (new_value, *new_key)) print(*ans[1:], sep=""\n"")",replace,TLE,No stderr available,Time Limit Exceeded,1068,1085,17,0
p02703,Python,Time Limit Exceeded,"import heapq import os from collections import defaultdict import sys if os.getenv(""LOCAL""): sys.stdin = open(""_in.txt"", ""r"") sys.setrecursionlimit(10**9) INF = float(""inf"") IINF = 10**18 MOD = 10**9 + 7 # MOD = 998244353 N, M, S = list(map(int, sys.stdin.buffer.readline().split())) UVAB = [list(map(int, sys.stdin.buffer.readline().split())) for _ in range(M)] CD = [list(map(int, sys.stdin.buffer.readline().split())) for _ in range(N)] CD = [(0, 0)] + CD graph = [[] for _ in range(N + 1)] for u, v, a, b in UVAB: graph[u].append((a, b, v)) graph[v].append((a, b, u)) for vs in graph: vs.sort() mada = set(list(range(2, N + 1))) heap = [(0, 1, S)] ans = [INF] * (N + 1) ans[1] = 0 # dp[v, s]: v にお金を s 持ってる状態で来たときの最小値 dp = defaultdict(lambda: INF) dp[1, S] = 0 while heap and mada: d, v, s = heapq.heappop(heap) if d > dp[v, s]: continue if v in mada: mada.remove(v) ans[v] = min(ans[v], d) for a, b, u in graph[v]: if s - a < 0: break if d + b < dp[u, s - a]: dp[u, s - a] = d + b heapq.heappush(heap, (d + b, u, s - a)) c, dd = CD[v] for _ in range(3): if d + dd < dp[v, s + c]: dp[v, s + c] = d + dd heapq.heappush(heap, (d + dd, v, s + c)) print(*ans[2:], sep=""\n"")","import heapq import os from collections import defaultdict import sys if os.getenv(""LOCAL""): sys.stdin = open(""_in.txt"", ""r"") sys.setrecursionlimit(10**9) INF = float(""inf"") IINF = 10**18 MOD = 10**9 + 7 # MOD = 998244353 N, M, S = list(map(int, sys.stdin.buffer.readline().split())) UVAB = [list(map(int, sys.stdin.buffer.readline().split())) for _ in range(M)] CD = [list(map(int, sys.stdin.buffer.readline().split())) for _ in range(N)] CD = [(0, 0)] + CD graph = [[] for _ in range(N + 1)] for u, v, a, b in UVAB: graph[u].append((a, b, v)) graph[v].append((a, b, u)) for vs in graph: vs.sort() mada = set(list(range(2, N + 1))) heap = [(0, 1, S)] ans = [INF] * (N + 1) ans[1] = 0 # dp[v, s]: v にお金を s 持ってる状態で来たときの最小値 dp = defaultdict(lambda: INF) dp[1, S] = 0 while heap and mada: d, v, s = heapq.heappop(heap) if d > dp[v, s]: continue if v in mada: mada.remove(v) ans[v] = min(ans[v], d) for a, b, u in graph[v]: if s - a < 0: break if d + b < dp[u, s - a]: dp[u, s - a] = d + b heapq.heappush(heap, (d + b, u, s - a)) c, dd = CD[v] sc = min(s + c, 50 * N + 10) if d + dd < dp[v, sc]: dp[v, sc] = d + dd heapq.heappush(heap, (d + dd, v, sc)) print(*ans[2:], sep=""\n"")",replace,TLE,No stderr available,Time Limit Exceeded,1173,1174,1,0
p02703,Python,Time Limit Exceeded,"import heapq N, M, init_silver = map(int, input().split()) MAX_COST = 2500 init_silver = min(init_silver, MAX_COST) G = [[] for _ in range(N)] for i in range(M): u, v, silver_cost, time_cost = map(int, input().split()) u, v = u - 1, v - 1 G[u].append([v, silver_cost, time_cost]) G[v].append([u, silver_cost, time_cost]) change_rate, change_cost = [], [] for i in range(N): rate, cost = map(int, input().split()) change_rate.append(rate) change_cost.append(cost) # dp[i][silver] := 頂点iにいて銀貨をsilver枚持っているような状況を作るために必要な最小時間 dp = [[float(""inf"")] * (MAX_COST + 1) for _ in range(N)] dp[0][init_silver] = 0 # 優先度付きキュー: (time, node, silver) hq = [(0, 0, init_silver)] while hq: time, node, silver = heapq.heappop(hq) self_loop_silver = min(silver + change_rate[node], MAX_COST) self_loop_cost = time + change_cost[node] if self_loop_cost < dp[node][self_loop_silver]: dp[node][self_loop_silver] = self_loop_cost heapq.heappush(hq, (time + change_cost[node], node, self_loop_silver)) for to, silver_cost, time_cost in G[node]: remain_silver = min(silver - silver_cost, MAX_COST) if remain_silver < 0: continue dp_next_value = time + time_cost if dp[to][remain_silver] < dp_next_value: continue dp[to][remain_silver] = dp_next_value heapq.heappush(hq, (dp_next_value, to, remain_silver)) print(*[min(d) for d in dp[1:]], sep=""\n"")","import heapq N, M, init_silver = map(int, input().split()) MAX_COST = 2500 init_silver = min(init_silver, MAX_COST) G = [[] for _ in range(N)] for i in range(M): u, v, silver_cost, time_cost = map(int, input().split()) u, v = u - 1, v - 1 G[u].append([v, silver_cost, time_cost]) G[v].append([u, silver_cost, time_cost]) change_rate, change_cost = [], [] for i in range(N): rate, cost = map(int, input().split()) change_rate.append(rate) change_cost.append(cost) # dp[i][silver] := 頂点iにいて銀貨をsilver枚持っているような状況を作るために必要な最小時間 dp = [[float(""inf"")] * (MAX_COST + 1) for _ in range(N)] dp[0][init_silver] = 0 # 優先度付きキュー: (time, node, silver) hq = [(0, 0, init_silver)] while hq: time, node, silver = heapq.heappop(hq) self_loop_silver = min(silver + change_rate[node], MAX_COST) self_loop_cost = time + change_cost[node] if self_loop_cost < dp[node][self_loop_silver]: dp[node][self_loop_silver] = self_loop_cost heapq.heappush(hq, (time + change_cost[node], node, self_loop_silver)) for to, silver_cost, time_cost in G[node]: remain_silver = min(silver - silver_cost, MAX_COST) if remain_silver < 0: continue dp_next_value = time + time_cost if dp[to][remain_silver] <= dp_next_value: continue dp[to][remain_silver] = dp_next_value heapq.heappush(hq, (dp_next_value, to, remain_silver)) print(*[min(d) for d in dp[1:]], sep=""\n"")",replace,TLE,No stderr available,Time Limit Exceeded,1322,1323,1,0
